Washington Aqueduct
U.S. ARMY Corps of Engineers
Annual Report of Water Analysis
2017
Prepared by:
Water Quality Laboratory
Plant Operations Branch
Washington Aqueduct
"5900 MacArthur Boulevard, NW"
"Washington, D.C. 20016-2514"

"WASHINGTON AQUEDUCT, US ARMY CORPS OF ENGINEERS",,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REPORT OF WATER ANALYSIS (2017),,,,,,,,,,,,,,,,,,,,,,,,,
,Potomac River Raw Water Supply,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Miscellaneous Physical Parameters,,,,,,,,,,,Inorganic Ions,,,,,,,Microorganisms,,,
,,,Y,,,,,,,,,,,,,,,,,,,,,,
,,,"T
I
V",,,,,,,,,,,,,,,,,,,,,,
,,,I,,,,,,,,,,,,,,,,,,,,,,
,,,T,,,,,,,,,,,,,,,,,,,,,,
,,,C,D,,,,,,,,,,,,,,,,,,,,,
,,,U,E,,,,,,,,,,,,,,,,,,,,,
,,,D,V,,,,,,,,,,,,,,,,,,,,,
,,,,L,,,,,,,,,,,,,,,,,,,,,
,,,N,O,,,,,,,,,,,,,,,,,,,,,
,,,O,S,,,,,,,,,,,,,,,,,,,,,
,,,C,S,,,,,,,,,,,,,,,,,,,,,
,,,,"I
D",,,,,,,,,,,,,,,,,,,,,
,,ppm,uS/cm,ppm,ppm,ppm,°F,ppm,ppm,NTU,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppb,ppm,MPN/100mL,MPN/100mL,cysts/L,Oocysts/L,cysts/L,Oocysts/L
Jan,7.7,65,335,171,4,175,45,119,3.0,14,ND,0.07,37,ND,1.6,ND,ND,0.4,32,9946,223,0.84,0.09,0.88,0.10
Feb,7.7,68,296,197,22,219,48,110,2.4,8,ND,0.05,29,ND,1.8,ND,ND,0.3,32,2234,20,0.56,0.19,0.37,ND
Mar,8.0,69,322,194,4,198,53,113,2.5,6,ND,ND,33,ND,1.3,ND,ND,0.3,27,3952,116,0.29,ND,0.57,ND
Apr,7.6,66,271,142,29,171,61,100,3.4,15,ND,ND,26,ND,1.3,ND,ND,0.3,23,1733,52,ND,ND,0.67,ND
May,7.7,65,242,134,41,175,64,97,3.6,16,ND,ND,18,ND,1.2,ND,ND,ND,22,7620,123,0.14,0.28,1.02,0.09
Jun,8.0,90,318,182,5,187,76,129,2.6,6,ND,ND,26,ND,1.3,ND,ND,0.3,31,21172,1934,ND,ND,0.09,ND
Jul,7.9,99,364,224,ND,224,82,142,3.5,5,ND,ND,29,0.12,1.4,ND,ND,0.4,35,8199,26,ND,ND,0.09,ND
Aug,8.0,87,321,171,9,180,78,121,3.4,6,ND,0.04,28,0.11,1.2,ND,ND,0.3,31,13158,56,0.10,ND,ND,ND
Sep,8.0,103,397,246,4,250,73,151,2.8,4,ND,0.05,36,0.13,1.0,ND,ND,0.6,44,8946,40,ND,ND,0.19,ND
Oct,8.0,119,444,258,1,259,67,169,3.2,4,ND,0.06,40,0.14,0.9,ND,ND,0.4,53,2967,87,ND,ND,0.20,0.20
Nov,7.8,90,341,170,2,172,49,132,3.4,6,ND,0.06,29,0.10,1.5,ND,ND,0.4,37,3026,230,0.10,ND,0.10,ND
Dec,8.1,112,409,234,1,235,41,155,2.4,4,ND,0.06,34,0.12,1.5,ND,ND,0.5,41,3012,5,0.20,ND,ND,ND
,,,,,,,,,,,,,Metals,,,,,,,,,,,,
,ppb,ppb,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppb
Jan,331,ND,ND,35,ND,ND,36,ND,ND,1.9,95,ND,2.4,7,29,0.7,1.2,ND,ND,17,188,ND,ND,0.2,3.1
Feb,268,ND,ND,34,ND,ND,35,ND,0.3,1.7,229,0.3,1.9,6,42,0.5,1.5,ND,ND,16,120,ND,ND,ND,3.2
Mar,394,ND,ND,36,ND,ND,36,ND,ND,1.6,124,ND,2.2,6,36,0.6,1.2,ND,ND,20,163,ND,ND,0.2,3.4
Apr,559,0.2,ND,41,ND,ND,33,ND,0.8,2.4,847,1.1,2.2,5,92,0.4,2.3,ND,ND,15,105,ND,ND,ND,5.6
May,438,ND,ND,42,ND,ND,31,ND,0.7,4.9,767,1.0,2.5,5,84,0.4,1.9,ND,ND,11,122,ND,ND,ND,4.8
Jun,227,ND,ND,41,ND,ND,39,ND,0.3,3.5,339,0.6,2.1,8,41,0.5,1.5,ND,ND,14,142,ND,ND,0.2,2.8
Jul,95,ND,ND,45,ND,ND,42,ND,ND,3.7,79,ND,2.4,9,28,0.8,1.3,ND,ND,17,188,ND,ND,0.2,1.2
Aug,679,ND,0.4,50,ND,ND,37,ND,0.8,2.6,1015,1.3,2.6,7,89,0.5,2.4,ND,ND,15,126,ND,0.6,ND,5.2
Sep,109,ND,0.3,43,ND,ND,45,ND,ND,4.8,154,0.2,3.5,10,18,1.0,1.4,ND,ND,20,207,ND,ND,0.3,1.4
Oct,72,ND,0.3,48,ND,ND,49,ND,ND,2.3,50,ND,4.1,11,11,1.4,1.4,ND,ND,22,261,ND,0.5,0.4,1.3
Nov,735,ND,ND,56,ND,ND,41,ND,1.0,3.6,1270,1.6,3.8,7,116,0.5,2.7,ND,ND,16,172,ND,0.7,0.3,7.5
Dec,160,ND,0.3,38,ND,ND,48,ND,ND,10,175,0.6,2.5,9,39,0.7,1.1,ND,ND,19,194,ND,ND,0.2,3.0
ppm = Parts Per Million,,ppb = Parts Per Billion,,,ND = Not Detected,,,MPN/100mL = Most Probable Number per 100 milliLiters,,,,,,NTU = Nephelometric Turbidity Units,,,,,μS/cm = microSiemens per centimeter,,,,,Page 1 of 7,

"WASHINGTON AQUEDUCT, US ARMY CORPS OF ENGINEERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REPORT OF WATER ANALYSIS (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Inorganic Ions,,,,,,,,,,,,,,,,,,,Metals,,,,,,,,,,,,,,
,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"T
A
R
T
I
N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA MCL*,,,,4,10,1,,,,,6,10,2000,4,5,,100,,,,,,,,2,,,,50,,,,2,,30,,
Units,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppb,ppm,ppb,ppb,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppm,ppb,ppb,ppm,ppb,ppb,ppb,ppb,ppb,ppb
,Dalecarlia Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,0.7,ND,38,0.7,1.7,ND,2.3,0.3,52,24,ND,ND,33,ND,ND,40,ND,ND,1.2,ND,ND,2.3,7,0.8,ND,0.7,1.0,2.5,ND,ND,21,190,ND,ND,ND,ND,1.5
Feb,0.7,ND,30,0.7,1.7,ND,2.2,0.3,45,15,ND,ND,30,ND,ND,36,ND,ND,0.8,ND,ND,1.9,7,0.5,ND,0.4,0.9,---,ND,ND,21,120,ND,ND,ND,ND,0.7
Mar,0.6,ND,39,0.7,1.3,ND,2.4,0.3,41,23,ND,ND,35,ND,ND,37,ND,ND,1.2,ND,ND,2.1,7,0.5,ND,0.5,1.1,---,ND,ND,26,165,ND,ND,ND,ND,1.3
Apr,0.5,ND,30,0.7,1.3,ND,2.3,0.3,39,19,ND,ND,31,ND,ND,34,ND,ND,1.0,ND,ND,1.9,5,0.5,ND,0.4,1.0,2.2,ND,ND,20,114,ND,ND,ND,ND,0.6
May,0.7,ND,21,0.7,1.1,ND,2.3,0.2,41,21,ND,0.2,35,ND,ND,34,ND,ND,0.8,ND,ND,2.1,5,0.5,ND,0.4,0.9,---,ND,ND,15,138,ND,ND,ND,ND,0.6
Jun,0.7,ND,29,0.7,1.1,ND,2.4,0.3,44,22,ND,ND,36,ND,ND,42,ND,ND,0.9,ND,ND,1.8,7,0.2,ND,0.4,0.9,---,ND,ND,20,134,ND,ND,ND,ND,ND
Jul,0.7,ND,35,0.7,1.3,ND,2.4,0.5,51,45,ND,0.3,41,ND,ND,46,ND,ND,1.0,ND,ND,2.3,9,0.8,ND,0.7,0.9,3.0,ND,ND,21,170,ND,ND,ND,ND,ND
Aug,0.8,ND,32,0.8,1.2,ND,2.4,0.3,47,30,ND,0.2,37,ND,ND,41,ND,ND,1.2,ND,ND,2.1,7,1.0,ND,0.7,1.0,---,ND,ND,21,143,ND,ND,ND,ND,ND
Sep,0.8,ND,41,0.8,1.0,ND,2.3,0.5,54,60,ND,0.4,34,ND,ND,45,ND,ND,0.9,ND,ND,2.5,8,0.6,ND,0.9,0.9,---,ND,ND,25,178,ND,ND,ND,ND,ND
Oct,0.8,ND,43,0.7,0.8,ND,2.3,0.4,66,80,ND,0.4,42,ND,ND,50,ND,ND,1.2,ND,ND,2.5,11,1.0,ND,1.1,1.2,4.4,ND,ND,27,254,ND,ND,ND,ND,ND
Nov,0.7,ND,34,0.7,1.5,ND,2.4,0.6,52,39,ND,0.2,39,ND,ND,44,ND,ND,1.2,ND,ND,2.5,8,0.6,ND,1.0,1.3,---,ND,ND,23,225,ND,ND,ND,ND,0.8
Dec,0.8,ND,37,0.6,1.5,ND,2.3,0.3,55,29,ND,0.3,34,ND,ND,48,ND,ND,0.9,ND,ND,1.9,9,0.6,ND,0.7,0.8,---,ND,ND,22,199,ND,ND,ND,ND,1.0
,McMillan Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,0.8,ND,40,0.6,1.6,ND,2.5,0.3,53,21,ND,ND,34,ND,ND,35,ND,ND,4.2,ND,ND,2.5,7,0.3,ND,0.7,1.1,2.6,ND,ND,24,193,ND,ND,ND,ND,27
Feb,0.8,ND,31,0.7,1.6,ND,2.4,0.4,49,22,ND,ND,32,ND,ND,29,ND,ND,4.9,ND,ND,2.2,7,1.3,ND,0.7,1.2,---,ND,ND,20,133,ND,ND,ND,ND,1.5
Mar,0.6,ND,39,0.6,1.3,ND,2.4,0.3,44,34,ND,ND,32,ND,ND,30,ND,ND,2.8,ND,ND,2.0,7,0.2,ND,0.5,0.9,---,ND,ND,23,154,ND,ND,ND,ND,1.1
Apr,0.6,ND,32,0.6,1.3,ND,2.3,0.3,40,31,ND,ND,32,ND,ND,26,ND,ND,3.1,ND,ND,1.7,5,0.3,ND,0.4,0.8,2.3,ND,ND,21,128,ND,ND,ND,ND,1.1
May,0.7,ND,25,0.7,1.0,ND,2.3,0.3,40,37,ND,ND,34,ND,ND,27,ND,ND,6.1,ND,ND,1.8,5,ND,ND,0.5,0.8,---,ND,ND,18,137,ND,ND,ND,ND,ND
Jun,0.7,ND,29,0.8,1.0,ND,2.3,0.3,45,39,ND,ND,35,ND,ND,32,ND,ND,8.3,ND,ND,1.8,7,ND,ND,0.4,0.7,---,ND,ND,19,133,ND,ND,ND,ND,ND
Jul,0.8,ND,35,0.7,1.2,ND,2.3,0.4,52,53,ND,ND,44,ND,ND,39,ND,ND,7.9,ND,ND,2.4,9,0.5,ND,0.7,0.7,3.5,ND,ND,23,191,ND,ND,ND,ND,ND
Aug,0.8,ND,33,0.7,1.2,ND,2.4,0.3,51,44,ND,ND,38,ND,ND,34,ND,ND,6.1,ND,ND,1.9,7,0.6,ND,0.8,0.7,---,ND,ND,22,177,ND,ND,ND,ND,ND
Sep,0.7,ND,42,0.6,1.0,ND,2.4,0.5,53,59,ND,0.3,37,ND,ND,40,ND,ND,5.9,ND,ND,1.5,9,0.3,ND,0.9,0.6,---,ND,ND,26,199,ND,ND,ND,ND,ND
Oct,0.7,ND,44,0.8,0.8,ND,2.5,0.4,66,79,ND,0.2,42,ND,ND,45,ND,ND,6.5,ND,ND,2.1,11,0.4,ND,1.0,1.0,4.4,ND,ND,28,238,ND,ND,ND,ND,ND
Aug,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Sep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Oct,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Nov,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Dec,ND,ND,ND,---,ND,---,---,---,ND,ND,---,---,---,---,---,---,---,---,ND,---,---,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,---,ND,ND,---,ND,ND,ND,ND,ND,---,---
*EPA MCL = Environmental Protection Agency's Maximum Contaminant Level for regulated parameters,,,,,,,,,,,,,,,,,,,,ppb = Parts Per Billion,,,,,,,ND = Not Detected,,,,,,,"""---"" = No Analysis Required",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 5 of 7,

"WASHINGTON AQUEDUCT, US ARMY CORPS OF ENGINEERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REPORT OF WATER ANALYSIS (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Synthetic Organic Compounds,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,D,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"D
D","D
D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"-
'
4","-
'
4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,",
4",",
4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA MCL*,,,,,,,,,,,,,,,,400,6,,,,,,,7,20,100,2,,,,,700,0.4,0.2,1,50,,,,0.2,,,,,,,40
Units,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb
,Dalecarlia Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Feb,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mar,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Apr,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
May,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jun,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jul,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Aug,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Sep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Oct,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Nov,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Dec,---,---,ND,ND,ND,ND,ND,ND,ND,---,---,---,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,---,---,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,---,---,ND
,McMillan Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Feb,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mar,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Apr,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
May,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jun,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jul,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Aug,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Sep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Oct,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Nov,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Dec,---,---,ND,ND,ND,ND,ND,ND,ND,---,---,---,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,---,---,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,---,---,ND
*EPA MCL = Environmental Protection Agency's Maximum Contaminant Level for regulated parameters,,,,,,,,,,,,,,,,,,,,ppb = Parts Per Billion,,,,,,,ND = Not Detected,,,,,,,"""---"" = No Analysis Required",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page 6 of 7

"WASHINGTON AQUEDUCT, US ARMY CORPS OF ENGINEERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANNUAL REPORT OF WATER ANALYSIS (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Synthetic Organic Compounds,,,,,,,,,,,,,,,Miscellaneous,,,,,Nitrosamines,,,,,Radionuclides,,,
,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"L
H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,A,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,O,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,N,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"r
t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA MCL*,,,,,200,,,,,1,,500,,,4,,,,,3,,50,200,50,0.2,30,,,,,,,15,50**,5,,
Units,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppb,ppt,ppt,ppm,ppq,ppt,ppt,ppt,ppt,ppt,ppt,pCi/L,pCi/L,pCi/L,pCi/L,pCi/L
,Dalecarlia Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Feb,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mar,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Apr,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,---,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
May,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jun,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,ND,---,---,---,---,---,---,---,---,---,---,---,---,---
Jul,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,ND,1.6,1.6,ND,ND
Aug,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,---,---,---,---,---,---,---,---,---,---,---,---
Sep,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,ND,ND,ND,ND,ND,---,---,---,---,---
Oct,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.8,1.2,ND,ND
Nov,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Dec,ND,ND,ND,ND,---,---,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
,McMillan Water Treatment Plant Finished Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
Feb,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Mar,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Apr,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2.7,ND,ND,ND,ND,ND,ND,ND,ND
May,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jun,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Jul,0.08,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,ND,0.05,ND,ND,ND,ND,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,ND,2.1,ND,ND,ND
Aug,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,---,---,---,---,---,---,---,---,---,---,---,---
Sep,---,---,---,---,---,ND,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,ND,ND,ND,ND,ND,ND,---,---,---,---,---
Oct,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3.3,ND,ND,ND
Nov,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Dec,ND,ND,ND,ND,---,---,ND,ND,ND,ND,ND,---,ND,ND,ND,ND,ND,ND,ND,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
